name	RS	TAX	
ssRNA phage SRR5467091_9	NC_074164	2786474	
ssRNA phage SRR7473382_4	NC_074165	2786629	
ssRNA phage SRR5466727_5	NC_074166	2786434	
ssRNA phage SRR6960507_10	NC_074167	2786508	
ssRNA phage Gerhypos.4_5	NC_074168	2786353	
ssRNA phage Gephyllon.4_17	NC_074169	2786175	
ssRNA phage SRR6960799_28	NC_074170	2786585	
ssRNA phage SRR5208570_6	NC_074171	2786383	
ssRNA phage Gephyllon.3_7	NC_074156	2786164	
ssRNA phage Gerhypos.1_51	NC_074563	2786236	
ssRNA phage Gerhypos.3_23	NC_074158	2786297	
ssRNA phage SRR6960509_13	NC_074172	2786524	
ssRNA phage SRR6960551_12	NC_074173	2786550	
ssRNA phage SRR5466727_6	NC_074145	2786435	
ssRNA phage Zoerhiza.4_18	NC_074157	2786834	
ssRNA phage SRR7976299_16	NC_074155	2786638	
ssRNA phage ESE017	NC_074174	2786000	
ssRNA phage AVE020	NC_074175	2785992	
ssRNA phage SRR5466725_7	NC_074176	2786426	
ssRNA phage Gerhypos.2_36	NC_074177	2786270	
ssRNA phage SRR7976300_2	NC_074552	2786651	
ssRNA phage SRR7976300_1	NC_074178	2786650	
ssRNA phage SRR6960799_3	NC_074179	2786587	
ssRNA phage SRR5466725_6	NC_074180	2786425	
ssRNA phage AVE018	NC_074181	2785990	
ssRNA phage SRR6960507_1	NC_074182	2786507	
ssRNA phage AVE016	NC_074183	2785988	
ssRNA phage SRR7976324_2	NC_074184	2786695	
ssRNA phage SRR6960799_2	NC_074185	2786576	
ssRNA phage SRR6960799_7	NC_074186	2786603	
ssRNA phage SRR7976325_4	NC_074187	2786719	
ssRNA phage SRR5467091_4	NC_074188	2786469	
ssRNA phage SRR6255746_1	NC_074189	2786503	
ssRNA phage SRR7976310_4	NC_074190	2786682	
ssRNA phage SRR7976299_4	NC_074191	2786644	
ssRNA phage SRR6960797_1	NC_074192	2786561	
ssRNA phage AVE015	NC_074193	2785987	
ssRNA phage Esthiorhiza.2_43	NC_074194	2786062	
ssRNA phage SRR5466369_1	NC_074195	2786404	
ssRNA phage Zoerhiza.1_23	NC_074196	2786765	
ssRNA phage SRR6960799_1	NC_074206	2786565	
ssRNA phage Gerhypos.4_51	NC_074197	2786355	
ssRNA phage SRR5466725_5	NC_074198	2786424	
ssRNA phage SRR7976310_3	NC_074199	2786681	
ssRNA phage SRR6960509_3	NC_074200	2786530	
ssRNA phage Gerhypos.2_33	NC_074201	2786267	
ssRNA phage SRR6960799_4	NC_074202	2786598	
ssRNA phage SRR6960799_5	NC_074203	2786601	
ssRNA phage SRR7976324_1	NC_074204	2786694	
ssRNA phage ESO001	NC_074205	2786008	
ssRNA phage SRR7976299_5	NC_074207	2786645	
ssRNA phage SRR6960799_6	NC_074208	2786602	
ssRNA phage Esthiorhiza.4_6	NC_074213	2786104	
ssRNA phage SRR6960799_41	NC_074214	2786600	
ssRNA phage Gerhypos.4_38	NC_074215	2786340	
ssRNA phage Zoerhiza.3_3	NC_074216	2786820	
ssRNA phage Zoerhiza.1_20	NC_074217	2786762	
ssRNA phage Zoerhiza.4_12	NC_074218	2786828	
ssRNA phage SRR7976310_16	NC_074406	2786678	
ssRNA phage SRR5466727_10	NC_074219	2786430	
ssRNA phage SRR5467090_12	NC_074220	2786450	
ssRNA phage SRR6254984_1	NC_074221	2786495	
ssRNA phage SRR7976325_29	NC_074222	2786717	
ssRNA phage Zoerhiza.1_18	NC_074294	2786759	
ssRNA phage Esthiorhiza.1_12	NC_074223	2786014	
ssRNA phage Gerhypos.2_28	NC_074224	2786261	
ssRNA phage Esthiorhiza.2_47	NC_074239	2786066	
ssRNA phage Gerhypos.4_43	NC_074240	2786346	
ssRNA phage SRR6960799_40	NC_074407	2786599	
ssRNA phage SRR5467091_13	NC_074228	2786463	
ssRNA phage SRR7976310_17	NC_074241	2786679	
ssRNA phage SRR6255733_5	NC_074443	2786501	
ssRNA phage SRR5466727_8	NC_074275	2786437	
ssRNA phage SRR7976325_26	NC_074391	2786714	
ssRNA phage SRR5466369_3	NC_074455	2786406	
ssRNA phage SRR6050698_2	NC_074456	2786483	
ssRNA phage SRR6255513_1	NC_074457	2786496	
ssRNA phage SRR6960799_38	NC_074458	2786596	
ssRNA phage SRR7976310_15	NC_074459	2786677	
ssRNA phage SRR5466728_5	NC_074276	2786443	
ssRNA phage SRR6960507_13	NC_074286	2786511	
ssRNA phage Zoerhiza.2_22	NC_074460	2786802	
ssRNA phage Zoerhiza.3_6	NC_074461	2786823	
ssRNA phage SRR6253161_4	NC_074277	2786491	
ssRNA phage SRR7976327_2	NC_074278	2786731	
ssRNA phage SRR5467090_9	NC_074279	2786458	
ssRNA phage SRR5467091_11	NC_074209	2786461	
ssRNA phage Zoerhiza.1_14	NC_074280	2786755	
ssRNA phage SRR7976357_10	NC_074569	2786739	
ssRNA phage SRR5466725_20	NC_074281	2786419	
ssRNA phage Gephyllon.1_27	NC_074284	2786127	
Caulobacter phage phiCb5	NC_019453	767473	
ssRNA phage SRR6253161_3	NC_074442	2786490	
ssRNA phage ESE016	NC_074291	2785999	
ssRNA phage Esthiorhiza.2_18	NC_074229	2786034	
ssRNA phage Gephyllon.1_5	NC_074231	2786131	
ssRNA phage Zoerhiza.1_34	NC_074237	2786777	
ssRNA phage Gerhypos.4_42	NC_074571	2786345	
ssRNA phage Gerhypos.1_44	NC_074572	2786228	
ssRNA phage SRR7976357_11	NC_074574	2786740	
ssRNA phage Gerhypos.4_39	NC_074295	2786341	
ssRNA phage SRR7976326_5	NC_074575	2786729	
ssRNA phage Zoerhiza.4_22	NC_074576	2786839	
ssRNA phage SRR5466725_21	NC_074577	2786420	
ssRNA phage SRR7976299_19	NC_074578	2786641	
ssRNA phage SRR6254353_2	NC_074579	2786494	
ssRNA phage SRR6960803_14	NC_074296	2786617	
ssRNA phage SRR6960802_3	NC_074297	2786609	
ssRNA phage Esthiorhiza.4_11	NC_074285	2786091	
ssRNA phage Zoerhiza.4_25	NC_074447	2786842	
ssRNA phage SRR5466338_5	NC_074298	2786394	
ssRNA phage Esthiorhiza.2_31	NC_074299	2786049	
ssRNA phage SRR6960799_37	NC_074580	2786595	
ssRNA phage Gerhypos.4_33	NC_074225	2786335	
ssRNA phage Gerhypos.4_44	NC_074226	2786347	
ssRNA phage Gerhypos.1_38	NC_074227	2786221	
ssRNA phage Gerhypos.4_31	NC_074582	2786333	
ssRNA phage SRR5466369_2	NC_074583	2786405	
ssRNA phage Esthiorhiza.4_13	NC_074515	2786093	
ssRNA phage Gephyllon.2_4	NC_074516	2786143	
ssRNA phage Gephyllon.2_7	NC_074518	2786146	
ssRNA phage Gephyllon.3_1	NC_074519	2786149	
ssRNA phage Gephyllon.3_18	NC_074520	2786158	
ssRNA phage Gephyllon.3_6	NC_074521	2786163	
ssRNA phage Gephyllon.4_1	NC_074522	2786167	
ssRNA phage Gerhypos.1_4	NC_074524	2786223	
ssRNA phage Gerhypos.1_6	NC_074525	2786237	
ssRNA phage Gerhypos.1_8	NC_074526	2786239	
ssRNA phage SRR6960509_15	NC_074527	2786526	
ssRNA phage SRR6960549_7	NC_074528	2786544	
ssRNA phage ESO000	NC_074529	2786007	
ssRNA phage SRR6960549_8	NC_074530	2786545	
ssRNA phage SRR6960799_33	NC_074531	2786591	
ssRNA phage SRR7976299_17	NC_074532	2786639	
ssRNA phage Esthiorhiza.2_24	NC_074533	2786041	
ssRNA phage Esthiorhiza.4_12	NC_074535	2786092	
ssRNA phage Gerhypos.2_3	NC_074536	2786263	
ssRNA phage Gerhypos.3_15	NC_074537	2786288	
ssRNA phage Gerhypos.2_40	NC_074538	2786275	
ssRNA phage Gerhypos.3_24	NC_074539	2786298	
ssRNA phage Gerhypos.4_19	NC_074540	2786319	
ssRNA phage Gerhypos.4_53	NC_074541	2786357	
ssRNA phage Zoerhiza.2_16	NC_074542	2786795	
ssRNA phage Zoerhiza.2_21	NC_074543	2786801	
ssRNA phage Zoerhiza.2_19	NC_074544	2786798	
ssRNA phage Zoerhiza.3_7	NC_074545	2786824	
ssRNA phage Zoerhiza.4_4	NC_074546	2786846	
ssRNA phage Gerhypos.3_4	NC_074610	2786303	
ssRNA phage Gerhypos.4_3	NC_074337	2786331	
ssRNA phage Gephyllon.1_26	NC_074348	2786126	
ssRNA phage Gerhypos.2_27	NC_074349	2786260	
ssRNA phage Gerhypos.1_26	NC_074350	2786208	
ssRNA phage Zoerhiza.2_27	NC_074351	2786807	
ssRNA phage Zoerhiza.4_11	NC_074352	2786827	
ssRNA phage SRR6960507_11	NC_074353	2786509	
ssRNA phage SRR6960507_12	NC_074354	2786510	
ssRNA phage SRR7976301_12	NC_074355	2786662	
ssRNA phage SRR6960799_36	NC_074356	2786594	
ssRNA phage SRR7976301_10	NC_074357	2786660	
ssRNA phage SRR7976310_14	NC_074358	2786676	
ssRNA phage Zoerhiza.2_15	NC_074300	2786794	
ssRNA phage Zoerhiza.2_23	NC_074584	2786803	
ssRNA phage Esthiorhiza.1_4	NC_074283	2786019	
ssRNA phage Zoerhiza.2_3	NC_074585	2786810	
ssRNA phage Zoerhiza.2_4	NC_074586	2786812	
ssRNA phage Zoerhiza.4_17	NC_074587	2786833	
ssRNA phage Zoerhiza.4_14	NC_074288	2786830	
ssRNA phage Gephyllon.3_13	NC_074588	2786153	
ssRNA phage Gephyllon.2_9	NC_074589	2786148	
ssRNA phage Gephyllon.3_14	NC_074303	2786154	
ssRNA phage Gephyllon.3_15	NC_074590	2786155	
ssRNA phage Esthiorhiza.2_28	NC_074230	2786045	
ssRNA phage SRR5467091_16	NC_074390	2786466	
ssRNA phage SRR6960802_4	NC_074592	2786610	
ssRNA phage SRR5467090_8	NC_074487	2786457	
ssRNA phage SRR6960509_17	NC_074428	2786528	
ssRNA phage Zoerhiza.4_2	NC_074593	2786836	
ssRNA phage Zoerhiza.4_23	NC_074594	2786840	
ssRNA phage Zoerhiza.4_20	NC_074595	2786837	
ssRNA phage Gerhypos.3_13	NC_074287	2786286	
ssRNA phage Esthiorhiza.3_11	NC_074289	2786079	
ssRNA phage Zoerhiza.1_3	NC_074290	2786772	
ssRNA phage Gephyllon.4_9	NC_074242	2786189	
ssRNA phage Gerhypos.1_23	NC_074243	2786205	
ssRNA phage Gerhypos.1_19	NC_074244	2786200	
ssRNA phage Gerhypos.2_25	NC_074245	2786258	
ssRNA phage Gerhypos.2_32	NC_074246	2786266	
ssRNA phage Gerhypos.2_7	NC_074247	2786279	
ssRNA phage ESE015	NC_074248	2785998	
ssRNA phage Gephyllon.3_8	NC_074604	2786165	
ssRNA phage Gephyllon.4_16	NC_074605	2786174	
ssRNA phage Gephyllon.4_11	NC_074606	2786169	
ssRNA phage Gephyllon.4_19	NC_074607	2786177	
ssRNA phage Gephyllon.4_6	NC_074608	2786186	
ssRNA phage Gephyllon.4_8	NC_074609	2786188	
ssRNA phage Gerhypos.3_10	NC_074249	2786283	
ssRNA phage Gerhypos.3_11	NC_074250	2786284	
ssRNA phage Gerhypos.3_20	NC_074251	2786294	
ssRNA phage Gerhypos.3_26	NC_074252	2786300	
ssRNA phage Gerhypos.4_21	NC_074253	2786322	
ssRNA phage Gerhypos.4_22	NC_074254	2786323	
ssRNA phage Zoerhiza.4_16	NC_074483	2786832	
ssRNA phage Gerhypos.2_21	NC_074210	2786254	
ssRNA phage Zoerhiza.4_21	NC_074211	2786838	
ssRNA phage Zoerhiza.2_9	NC_074212	2786817	
ssRNA phage Zoerhiza.1_7	NC_074307	2786785	
ssRNA phage Zoerhiza.2_1	NC_074617	2786788	
ssRNA phage Zoerhiza.2_12	NC_074618	2786791	
ssRNA phage Gephyllon.3_10	NC_074486	2786150	
ssRNA phage Zoerhiza.4_13	NC_074396	2786829	
ssRNA phage Gerhypos.1_31	NC_074489	2786214	
ssRNA phage Gerhypos.2_5	NC_074601	2786277	
ssRNA phage Zoerhiza.4_10	NC_074425	2786826	
ssRNA phage Zoerhiza.2_13	NC_074426	2786792	
ssRNA phage Gerhypos.3_6	NC_074612	2786305	
ssRNA phage Gephyllon.2_2	NC_074388	2786141	
ssRNA phage Esthiorhiza.2_13	NC_074397	2786029	
ssRNA phage Esthiorhiza.4_17	NC_074398	2786097	
ssRNA phage Esthiorhiza.3_7	NC_074399	2786086	
ssRNA phage Zoerhiza.2_6	NC_074432	2786814	
ssRNA phage Gerhypos.1_11	NC_074484	2786192	
ssRNA phage SRR5466728_4	NC_074255	2786442	
ssRNA phage SRR6960799_35	NC_074256	2786593	
ssRNA phage SRR7976310_13	NC_074257	2786675	
ssRNA phage Esthiorhiza.2_17	NC_074410	2786033	
ssRNA phage Esthiorhiza.2_29	NC_074411	2786046	
ssRNA phage Gerhypos.1_50	NC_074412	2786235	
ssRNA phage Gerhypos.4_8	NC_074413	2786374	
ssRNA phage Zoerhiza.2_2	NC_074414	2786799	
ssRNA phage Zoerhiza.1_4	NC_074415	2786782	
ssRNA phage Gephyllon.2_3	NC_074400	2786142	
ssRNA phage Gerhypos.4_26	NC_074401	2786327	
ssRNA phage Gerhypos.4_29	NC_074402	2786330	
ssRNA phage Esthiorhiza.3_3	NC_074309	2786082	
ssRNA phage Gephyllon.1_23	NC_074310	2786123	
ssRNA phage Gephyllon.1_3	NC_074625	2786129	
ssRNA phage Gephyllon.1_6	NC_074626	2786132	
ssRNA phage Esthiorhiza.2_41	NC_074627	2786060	
ssRNA phage Esthiorhiza.2_50	NC_074628	2786070	
ssRNA phage Esthiorhiza.2_42	NC_074629	2786061	
ssRNA phage Gerhypos.4_27	NC_074338	2786328	
ssRNA phage Gerhypos.4_4	NC_074339	2786342	
ssRNA phage Gerhypos.4_40	NC_074340	2786343	
ssRNA phage Gerhypos.4_46	NC_074341	2786349	
ssRNA phage Gerhypos.4_52	NC_074342	2786356	
ssRNA phage Gerhypos.4_56	NC_074344	2786360	
ssRNA phage Esthiorhiza.1_14	NC_074403	2786016	
ssRNA phage Zoerhiza.3_5	NC_074395	2786822	
ssRNA phage Esthiorhiza.3_5	NC_074308	2786084	
ssRNA phage Zoerhiza.2_20	NC_074301	2786800	
ssRNA phage Esthiorhiza.4_15	NC_074619	2786095	
ssRNA phage Esthiorhiza.4_5	NC_074620	2786103	
ssRNA phage Esthiorhiza.4_7	NC_074621	2786105	
ssRNA phage Gephyllon.1_8	NC_074302	2786134	
ssRNA phage Gephyllon.3_3	NC_074591	2786160	
ssRNA phage Gephyllon.1_1	NC_074622	2786108	
ssRNA phage Gephyllon.1_18	NC_074623	2786117	
ssRNA phage Gephyllon.1_15	NC_074624	2786114	
ssRNA phage Zoerhiza.4_3	NC_074596	2786845	
ssRNA phage Zoerhiza.4_5	NC_074304	2786847	
ssRNA phage Zoerhiza.4_6	NC_074597	2786848	
ssRNA phage Gerhypos.2_35	NC_074598	2786269	
ssRNA phage Gerhypos.2_39	NC_074599	2786273	
ssRNA phage Gerhypos.2_37	NC_074600	2786271	
ssRNA phage Zoerhiza.2_14	NC_074573	2786793	
ssRNA phage Gerhypos.3_12	NC_074602	2786285	
ssRNA phage Gerhypos.3_18	NC_074603	2786291	
ssRNA phage Gerhypos.4_16	NC_074424	2786316	
ssRNA phage Gerhypos.1_15	NC_074359	2786196	
ssRNA phage Esthiorhiza.2_21	NC_074360	2786038	
ssRNA phage Gerhypos.3_5	NC_074611	2786304	
ssRNA phage Gephyllon.1_21	NC_074581	2786121	
ssRNA phage Gerhypos.3_7	NC_074305	2786306	
ssRNA phage Gerhypos.3_8	NC_074613	2786307	
ssRNA phage Gerhypos.4_1	NC_074614	2786309	
ssRNA phage Zoerhiza.1_21	NC_074306	2786763	
ssRNA phage Zoerhiza.1_32	NC_074615	2786775	
ssRNA phage Zoerhiza.1_30	NC_074616	2786773	
ssRNA phage Esthiorhiza.2_8	NC_074311	2786075	
ssRNA phage Esthiorhiza.3_1	NC_074630	2786077	
ssRNA phage Esthiorhiza.3_10	NC_074312	2786078	
ssRNA phage SRR7976299_18	NC_074430	2786640	
ssRNA phage Esthiorhiza.2_48	NC_074513	2786067	
ssRNA phage Gerhypos.1_36	NC_074328	2786219	
ssRNA phage Gerhypos.1_39	NC_074329	2786222	
ssRNA phage Gerhypos.1_42	NC_074330	2786226	
ssRNA phage Gerhypos.2_16	NC_074331	2786248	
ssRNA phage Gerhypos.2_1	NC_074332	2786241	
ssRNA phage Gerhypos.2_29	NC_074333	2786262	
ssRNA phage Gerhypos.2_30	NC_074334	2786264	
ssRNA phage Gerhypos.2_31	NC_074335	2786265	
ssRNA phage Gerhypos.4_25	NC_074336	2786326	
ssRNA phage Esthiorhiza.1_6	NC_074313	2786021	
ssRNA phage Esthiorhiza.1_11	NC_074314	2786013	
ssRNA phage Esthiorhiza.2_1	NC_074631	2786025	
ssRNA phage Esthiorhiza.2_10	NC_074315	2786026	
ssRNA phage Esthiorhiza.2_16	NC_074316	2786032	
ssRNA phage Esthiorhiza.2_2	NC_074317	2786036	
ssRNA phage Esthiorhiza.2_27	NC_074318	2786044	
ssRNA phage Esthiorhiza.2_20	NC_074319	2786037	
ssRNA phage Esthiorhiza.2_32	NC_074320	2786050	
ssRNA phage Esthiorhiza.2_39	NC_074321	2786057	
ssRNA phage Esthiorhiza.2_4	NC_074322	2786058	
ssRNA phage ESO002	NC_074323	2786009	
ssRNA phage Gerhypos.1_1	NC_074324	2786190	
ssRNA phage Gerhypos.1_14	NC_074325	2786195	
ssRNA phage Gerhypos.1_10	NC_074326	2786191	
ssRNA phage Gerhypos.1_16	NC_074327	2786197	
ssRNA phage Esthiorhiza.2_11	NC_074258	2786027	
ssRNA phage Esthiorhiza.2_23	NC_074259	2786040	
ssRNA phage Esthiorhiza.2_25	NC_074260	2786042	
ssRNA phage Esthiorhiza.2_9	NC_074261	2786076	
ssRNA phage Esthiorhiza.2_26	NC_074262	2786043	
ssRNA phage Esthiorhiza.3_9	NC_074263	2786088	
ssRNA phage Gephyllon.1_19	NC_074264	2786118	
ssRNA phage Gephyllon.4_10	NC_074265	2786168	
ssRNA phage Gerhypos.4_23	NC_074266	2786324	
ssRNA phage Gerhypos.4_54	NC_074267	2786358	
ssRNA phage Gerhypos.4_24	NC_074268	2786325	
ssRNA phage Gerhypos.4_55	NC_074269	2786359	
ssRNA phage Zoerhiza.1_37	NC_074270	2786780	
ssRNA phage Zoerhiza.1_8	NC_074271	2786786	
ssRNA phage Zoerhiza.2_25	NC_074272	2786805	
ssRNA phage Gerhypos.4_58	NC_074343	2786362	
ssRNA phage Zoerhiza.4_9	NC_074273	2786851	
ssRNA phage Gerhypos.4_6	NC_074345	2786364	
ssRNA phage Zoerhiza.1_17	NC_074346	2786758	
ssRNA phage Zoerhiza.1_2	NC_074347	2786761	
ssRNA phage SRR5466727_7	NC_074570	2786436	
ssRNA phage SRR6255733_4	NC_074361	2786500	
ssRNA phage Esthiorhiza.1_1	NC_074362	2786011	
ssRNA phage Esthiorhiza.1_2	NC_074363	2786017	
ssRNA phage Esthiorhiza.3_12	NC_074364	2786080	
ssRNA phage SRR6960549_5	NC_074365	2786542	
ssRNA phage Gephyllon.1_16	NC_074366	2786115	
ssRNA phage Gephyllon.1_4	NC_074367	2786130	
ssRNA phage Gephyllon.1_24	NC_074368	2786124	
ssRNA phage Gephyllon.2_8	NC_074369	2786147	
ssRNA phage Gerhypos.1_12	NC_074370	2786193	
ssRNA phage Gerhypos.1_2	NC_074371	2786201	
ssRNA phage Gerhypos.2_15	NC_074372	2786247	
ssRNA phage Zoerhiza.1_25	NC_074373	2786767	
ssRNA phage Gerhypos.3_16	NC_074374	2786289	
ssRNA phage Zoerhiza.1_5	NC_074375	2786783	
ssRNA phage Gephyllon.3_16	NC_074376	2786156	
ssRNA phage Gerhypos.4_18	NC_074377	2786318	
ssRNA phage Gephyllon.4_7	NC_074378	2786187	
ssRNA phage Gerhypos.4_20	NC_074379	2786321	
ssRNA phage Gerhypos.4_63	NC_074380	2786368	
ssRNA phage Gerhypos.4_64	NC_074381	2786369	
ssRNA phage Zoerhiza.1_13	NC_074382	2786754	
ssRNA phage Esthiorhiza.1_5	NC_074383	2786020	
ssRNA phage Esthiorhiza.2_22	NC_074384	2786039	
ssRNA phage Gerhypos.1_17	NC_074385	2786198	
ssRNA phage SRR5467091_10	NC_074386	2786460	
ssRNA phage Esthiorhiza.4_16	NC_074387	2786096	
ssRNA phage SRR6960799_32	NC_074389	2786590	
ssRNA phage SRR6960802_5	NC_074392	2786611	
ssRNA phage SRR7976357_12	NC_074393	2786741	
ssRNA phage Gerhypos.2_13	NC_074394	2786245	
ssRNA phage SRR7976325_28	NC_074404	2786716	
ssRNA phage SRR5466337_3	NC_074405	2786389	
ssRNA phage SRR6255733_6	NC_074408	2786502	
ssRNA phage Zoerhiza.1_15	NC_074409	2786756	
ssRNA phage Gerhypos.1_34	NC_074232	2786217	
ssRNA phage Gerhypos.1_33	NC_074233	2786216	
ssRNA phage Gerhypos.3_21	NC_074234	2786295	
ssRNA phage Zoerhiza.1_11	NC_074236	2786752	
ssRNA phage Gerhypos.2_17	NC_074282	2786249	
ssRNA phage Esthiorhiza.1_7	NC_074550	2786022	
ssRNA phage Gephyllon.1_17	NC_074551	2786116	
ssRNA phage Esthiorhiza.1_3	NC_074549	2786018	
ssRNA phage Zoerhiza.4_8	NC_074238	2786850	
ssRNA phage SRR6960549_9	NC_074416	2786546	
ssRNA phage SRR5466727_9	NC_074417	2786438	
ssRNA phage SRR5467090_7	NC_074418	2786456	
ssRNA phage Gephyllon.3_9	NC_074419	2786166	
ssRNA phage Gerhypos.4_65	NC_074420	2786370	
ssRNA phage Zoerhiza.2_17	NC_074421	2786796	
ssRNA phage SRR6960799_34	NC_074422	2786592	
ssRNA phage Esthiorhiza.2_19	NC_074564	2786035	
ssRNA phage Gerhypos.4_35	NC_074292	2786337	
ssRNA phage Gerhypos.4_41	NC_074565	2786344	
ssRNA phage Gerhypos.4_37	NC_074566	2786339	
ssRNA phage Gerhypos.4_60	NC_074293	2786365	
ssRNA phage Zoerhiza.1_31	NC_074567	2786774	
ssRNA phage Zoerhiza.2_11	NC_074568	2786790	
ssRNA phage SRR6960551_14	NC_074423	2786552	
ssRNA phage Zoerhiza.4_26	NC_074427	2786843	
ssRNA phage SRR6960799_39	NC_074429	2786597	
ssRNA phage SRR7976325_27	NC_074431	2786715	
ssRNA phage Gerhypos.4_7	NC_074433	2786373	
ssRNA phage Esthiorhiza.2_34	NC_074434	2786052	
ssRNA phage Gephyllon.4_14	NC_074435	2786172	
ssRNA phage Esthiorhiza.2_33	NC_074436	2786051	
ssRNA phage Gerhypos.1_46	NC_074437	2786230	
ssRNA phage Gerhypos.4_45	NC_074438	2786348	
ssRNA phage Gerhypos.4_47	NC_074439	2786350	
ssRNA phage Gerhypos.4_48	NC_074440	2786351	
ssRNA phage Gephyllon.1_28	NC_074441	2786128	
ssRNA phage SRR6960549_6	NC_074444	2786543	
ssRNA phage Zoerhiza.1_10	NC_074235	2786751	
ssRNA phage Gerhypos.1_25	NC_074445	2786207	
ssRNA phage Gerhypos.1_13	NC_074446	2786194	
ssRNA phage Gerhypos.1_47	NC_074448	2786231	
ssRNA phage Gerhypos.1_45	NC_074451	2786229	
ssRNA phage Gerhypos.1_21	NC_074449	2786203	
ssRNA phage Gerhypos.1_37	NC_074450	2786220	
ssRNA phage SRR5467091_14	NC_074452	2786464	
ssRNA phage Gerhypos.4_11	NC_074453	2786311	
ssRNA phage Zoerhiza.2_24	NC_074454	2786804	
ssRNA phage Gephyllon.1_20	NC_074462	2786120	
ssRNA phage SRR6960509_16	NC_074482	2786527	
ssRNA phage SRR7976301_11	NC_074485	2786661	
ssRNA phage Zoerhiza.1_22	NC_074488	2786764	
ssRNA phage SRR6049586_2	NC_074490	2786481	
ssRNA phage SRR6255746_3	NC_074494	2786505	
ssRNA phage Gerhypos.1_24	NC_074491	2786206	
ssRNA phage Gerhypos.3_14	NC_074492	2786287	
ssRNA phage Zoerhiza.1_19	NC_074493	2786760	
ssRNA phage Gephyllon.2_1	NC_074517	2786136	
ssRNA phage Gephyllon.4_2	NC_074523	2786178	
ssRNA phage Esthiorhiza.3_6	NC_074534	2786085	
ssRNA phage Gerhypos.3_2	NC_074495	2786293	
ssRNA phage SRR7976325_25	NC_074496	2786713	
ssRNA phage Zoerhiza.1_33	NC_074497	2786776	
ssRNA phage Zoerhiza.1_6	NC_074498	2786784	
ssRNA phage SRR7976325_23	NC_074499	2786711	
ssRNA phage Zoerhiza.2_18	NC_074500	2786797	
ssRNA phage Gerhypos.1_30	NC_074501	2786213	
ssRNA phage Gerhypos.1_3	NC_074502	2786212	
ssRNA phage Gerhypos.1_7	NC_074503	2786238	
ssRNA phage SRR5466338_4	NC_074504	2786393	
ssRNA phage Gerhypos.2_11	NC_074505	2786243	
ssRNA phage Gerhypos.2_24	NC_074506	2786257	
ssRNA phage SRR7976323_6	NC_074507	2786693	
ssRNA phage Gephyllon.4_20	NC_074463	2786179	
ssRNA phage Gerhypos.2_23	NC_074464	2786256	
ssRNA phage Gerhypos.1_27	NC_074465	2786209	
ssRNA phage Gerhypos.2_4	NC_074466	2786274	
ssRNA phage Gerhypos.4_12	NC_074467	2786312	
ssRNA phage Gerhypos.4_14	NC_074468	2786314	
ssRNA phage Gerhypos.4_57	NC_074469	2786361	
ssRNA phage Gerhypos.4_62	NC_074470	2786367	
ssRNA phage Gerhypos.4_9	NC_074471	2786375	
ssRNA phage Zoerhiza.1_28	NC_074472	2786770	
ssRNA phage Zoerhiza.2_5	NC_074473	2786813	
ssRNA phage Zoerhiza.4_19	NC_074474	2786835	
ssRNA phage Esthiorhiza.2_12	NC_074475	2786028	
ssRNA phage Esthiorhiza.2_5	NC_074476	2786069	
ssRNA phage Esthiorhiza.2_45	NC_074477	2786064	
ssRNA phage Esthiorhiza.4_14	NC_074478	2786094	
ssRNA phage Gephyllon.1_25	NC_074479	2786125	
ssRNA phage Gephyllon.4_18	NC_074480	2786176	
ssRNA phage Zoerhiza.4_24	NC_074481	2786841	
ssRNA phage SRR5467091_15	NC_074508	2786465	
ssRNA phage SRR7976323_5	NC_074509	2786692	
ssRNA phage SRR5467091_12	NC_074510	2786462	
ssRNA phage SRR5466725_22	NC_074511	2786421	
ssRNA phage SRR5467090_10	NC_074512	2786448	
ssRNA phage Esthiorhiza.4_8	NC_074514	2786106	
ssRNA phage SRR5467090_11	NC_074547	2786449	
ssRNA phage SRR7976325_24	NC_074548	2786712	
ssRNA phage SRR7976301_9	NC_074274	2786670	
ssRNA phage SRR7976325_6	NC_074554	2786721	
ssRNA phage Zoerhiza.1_24	NC_074556	2786766	
ssRNA phage SRR6960799_31	NC_074558	2786589	
ssRNA phage SRR7976310_9	NC_074559	2786687	
ssRNA phage SRR7976325_11	NC_074555	2786698	
ssRNA phage Gerhypos.1_40	NC_074557	2786224	
Plasmopara viticola lesion associated ourmia-like virus 1	NC_076736	2686476	
